UF;Cod_Infracao;Quantidade
TOCANTINS;5932;1
BAHIA;5940;17
CEARA;5940;6
DISTRITO FEDERAL;5940;11
ESPIRITO SANTO;5940;11
GOIAS;5940;24
MARANHAO;5940;1
MATO GROSSO;5940;20
MINAS GERAIS;5940;42
PARA;5940;2
PARAIBA;5940;2
PARANA;5940;11
PERNAMBUCO;5940;6
RIO DE JANEIRO;5940;7
RIO GRANDE DO SUL;5940;14
RONDONIA;5940;2
SANTA CATARINA;5940;18
SAO PAULO;5940;16
SERGIPE;5940;4
TOCANTINS;5940;2
ACRE;5959;25
ALAGOAS;5959;28
AMAZONAS;5959;14
BAHIA;5959;22
CEARA;5959;14
DISTRITO FEDERAL;5959;52
ESPIRITO SANTO;5959;6
GOIAS;5959;100
MARANHAO;5959;14
MATO GROSSO;5959;20
MATO GROSSO DO SUL;5959;15
MINAS GERAIS;5959;28
PARA;5959;34
PARAIBA;5959;3
PARANA;5959;24
PERNAMBUCO;5959;32
PIAUI;5959;1
RIO DE JANEIRO;5959;75
RIO GRANDE DO NORTE;5959;26
RIO GRANDE DO SUL;5959;17
RONDONIA;5959;6
SANTA CATARINA;5959;40
SAO PAULO;5959;117
SERGIPE;5959;1
TOCANTINS;5959;4
ACRE;5967;36
ALAGOAS;5967;90
AMAZONAS;5967;222
AMAPA;5967;10
BAHIA;5967;916
CEARA;5967;382
DISTRITO FEDERAL;5967;410
ESPIRITO SANTO;5967;553
GOIAS;5967;1199
MARANHAO;5967;183
MATO GROSSO;5967;539
MATO GROSSO DO SUL;5967;356
MINAS GERAIS;5967;3020
PARA;5967;565
PARAIBA;5967;135
PARANA;5967;1466
PERNAMBUCO;5967;358
PIAUI;5967;156
RIO DE JANEIRO;5967;942
RIO GRANDE DO NORTE;5967;224
RIO GRANDE DO SUL;5967;1153
RONDONIA;5967;219
RORAIMA;5967;31
SANTA CATARINA;5967;1805
SAO PAULO;5967;8375
SERGIPE;5967;73
TOCANTINS;5967;131
ALAGOAS;5975;7
AMAPA;5975;23
BAHIA;5975;59
CEARA;5975;26
DISTRITO FEDERAL;5975;5
ESPIRITO SANTO;5975;10
GOIAS;5975;8
MARANHAO;5975;3
MATO GROSSO;5975;6
MATO GROSSO DO SUL;5975;11
MINAS GERAIS;5975;150
PARA;5975;9
PARAIBA;5975;3
PARANA;5975;175
PERNAMBUCO;5975;28
PIAUI;5975;5
RIO DE JANEIRO;5975;455
RIO GRANDE DO NORTE;5975;4
RIO GRANDE DO SUL;5975;108
RONDONIA;5975;6
RORAIMA;5975;5
SANTA CATARINA;5975;525
SAO PAULO;5975;696
SERGIPE;5975;2
TOCANTINS;5975;4
BAHIA;5983;1
GOIAS;5983;1
MINAS GERAIS;5983;3
PARA;5983;1
PARANA;5983;2
PERNAMBUCO;5983;2
RIO GRANDE DO SUL;5983;1
SAO PAULO;5983;2
ACRE;5991;7
ALAGOAS;5991;99
AMAZONAS;5991;162
AMAPA;5991;1
BAHIA;5991;269
CEARA;5991;1171
DISTRITO FEDERAL;5991;87
ESPIRITO SANTO;5991;65
GOIAS;5991;640
MARANHAO;5991;107
MATO GROSSO;5991;25
MATO GROSSO DO SUL;5991;26
MINAS GERAIS;5991;470
PARA;5991;60
PARAIBA;5991;29
PARANA;5991;250
PERNAMBUCO;5991;1065
PIAUI;5991;47
RIO DE JANEIRO;5991;288
RIO GRANDE DO NORTE;5991;155
RIO GRANDE DO SUL;5991;271
RONDONIA;5991;21
RORAIMA;5991;3
SANTA CATARINA;5991;106
SAO PAULO;5991;1848
SERGIPE;5991;7
TOCANTINS;5991;14
ALAGOAS;6009;2
BAHIA;6009;8
GOIAS;6009;12
MARANHAO;6009;1
MINAS GERAIS;6009;29
PARA;6009;4
PARAIBA;6009;1
PARANA;6009;5
PIAUI;6009;1
RIO DE JANEIRO;6009;76
RIO GRANDE DO SUL;6009;5
SANTA CATARINA;6009;14
SAO PAULO;6009;28
ACRE;6017;24
ALAGOAS;6017;59
AMAZONAS;6017;489
AMAPA;6017;3
BAHIA;6017;106
CEARA;6017;187
DISTRITO FEDERAL;6017;49
ESPIRITO SANTO;6017;23
GOIAS;6017;412
MARANHAO;6017;149
MATO GROSSO;6017;61
MATO GROSSO DO SUL;6017;34
MINAS GERAIS;6017;142
PARA;6017;184
PARAIBA;6017;55
PARANA;6017;66
PERNAMBUCO;6017;224
PIAUI;6017;99
RIO DE JANEIRO;6017;145
RIO GRANDE DO NORTE;6017;61
RIO GRANDE DO SUL;6017;14
RONDONIA;6017;21
RORAIMA;6017;1
SANTA CATARINA;6017;73
SAO PAULO;6017;393
SERGIPE;6017;14
TOCANTINS;6017;16
ALAGOAS;6025;2
AMAZONAS;6025;8
BAHIA;6025;27
CEARA;6025;3
DISTRITO FEDERAL;6025;25
ESPIRITO SANTO;6025;5
GOIAS;6025;69
MARANHAO;6025;8
MATO GROSSO;6025;6
MATO GROSSO DO SUL;6025;6
MINAS GERAIS;6025;20
PARA;6025;3
PARAIBA;6025;4
PARANA;6025;30
PERNAMBUCO;6025;40
PIAUI;6025;3
RIO DE JANEIRO;6025;90
RIO GRANDE DO NORTE;6025;4
RIO GRANDE DO SUL;6025;2
RONDONIA;6025;4
RORAIMA;6025;2
SANTA CATARINA;6025;6
SAO PAULO;6025;67
SERGIPE;6025;1
TOCANTINS;6025;3
ALAGOAS;6033;10
AMAZONAS;6033;23
BAHIA;6033;15
CEARA;6033;5
DISTRITO FEDERAL;6033;18
ESPIRITO SANTO;6033;6
GOIAS;6033;3
MARANHAO;6033;8
MATO GROSSO;6033;1
MATO GROSSO DO SUL;6033;1
MINAS GERAIS;6033;17
PARA;6033;5
PARAIBA;6033;1
PARANA;6033;26
PERNAMBUCO;6033;65
PIAUI;6033;5
RIO DE JANEIRO;6033;20
RIO GRANDE DO NORTE;6033;1
RIO GRANDE DO SUL;6033;22
SANTA CATARINA;6033;7
SAO PAULO;6033;39
ACRE;6041;61
ALAGOAS;6041;2991
AMAZONAS;6041;845
AMAPA;6041;21
BAHIA;6041;1141
CEARA;6041;3110
DISTRITO FEDERAL;6041;634
ESPIRITO SANTO;6041;466
GOIAS;6041;6194
MARANHAO;6041;454
MATO GROSSO;6041;1542
MATO GROSSO DO SUL;6041;721
MINAS GERAIS;6041;3276
PARA;6041;256
PARAIBA;6041;235
PARANA;6041;9708
PERNAMBUCO;6041;2012
PIAUI;6041;369
RIO DE JANEIRO;6041;1762
RIO GRANDE DO NORTE;6041;476
RIO GRANDE DO SUL;6041;535
RONDONIA;6041;39
RORAIMA;6041;43
SANTA CATARINA;6041;1544
SAO PAULO;6041;12281
SERGIPE;6041;53
TOCANTINS;6041;48
ACRE;6050;457
ALAGOAS;6050;2386
AMAZONAS;6050;1990
AMAPA;6050;2100
BAHIA;6050;3827
CEARA;6050;8601
DISTRITO FEDERAL;6050;5025
ESPIRITO SANTO;6050;2703
GOIAS;6050;16632
MARANHAO;6050;2190
MATO GROSSO;6050;13073
MATO GROSSO DO SUL;6050;2713
MINAS GERAIS;6050;22737
PARA;6050;14880
PARAIBA;6050;1343
PARANA;6050;26768
PERNAMBUCO;6050;7366
PIAUI;6050;4009
RIO DE JANEIRO;6050;39656
RIO GRANDE DO NORTE;6050;5266
RIO GRANDE DO SUL;6050;4395
RONDONIA;6050;555
RORAIMA;6050;1741
SANTA CATARINA;6050;9142
SAO PAULO;6050;120685
SERGIPE;6050;728
TOCANTINS;6050;3407
ACRE;6068;24
ALAGOAS;6068;50
AMAZONAS;6068;49
AMAPA;6068;16
BAHIA;6068;363
CEARA;6068;132
DISTRITO FEDERAL;6068;220
ESPIRITO SANTO;6068;295
GOIAS;6068;953
MARANHAO;6068;66
MATO GROSSO;6068;497
MATO GROSSO DO SUL;6068;377
MINAS GERAIS;6068;1550
PARA;6068;151
PARAIBA;6068;51
PARANA;6068;2204
PERNAMBUCO;6068;154
PIAUI;6068;56
RIO DE JANEIRO;6068;721
RIO GRANDE DO NORTE;6068;330
RIO GRANDE DO SUL;6068;933
RONDONIA;6068;90
RORAIMA;6068;11
SANTA CATARINA;6068;2022
SAO PAULO;6068;9860
SERGIPE;6068;37
TOCANTINS;6068;81
ACRE;6076;32
ALAGOAS;6076;3
AMAZONAS;6076;32
AMAPA;6076;7
BAHIA;6076;52
CEARA;6076;7
DISTRITO FEDERAL;6076;58
ESPIRITO SANTO;6076;10
GOIAS;6076;78
MARANHAO;6076;1
MATO GROSSO;6076;16
MATO GROSSO DO SUL;6076;11
MINAS GERAIS;6076;52
PARA;6076;15
PARAIBA;6076;3
PARANA;6076;48
PERNAMBUCO;6076;52
PIAUI;6076;1
RIO DE JANEIRO;6076;162
RIO GRANDE DO NORTE;6076;28
RIO GRANDE DO SUL;6076;26
RONDONIA;6076;6
RORAIMA;6076;1
SANTA CATARINA;6076;24
SAO PAULO;6076;189
SERGIPE;6076;1
TOCANTINS;6076;2
ALAGOAS;6084;88
AMAZONAS;6084;5
BAHIA;6084;19
CEARA;6084;5
DISTRITO FEDERAL;6084;13
ESPIRITO SANTO;6084;21
GOIAS;6084;93
MARANHAO;6084;5
MATO GROSSO;6084;34
MATO GROSSO DO SUL;6084;4
MINAS GERAIS;6084;33
PARA;6084;4
PARAIBA;6084;1
PARANA;6084;24
PERNAMBUCO;6084;5
PIAUI;6084;3
RIO DE JANEIRO;6084;91
RIO GRANDE DO NORTE;6084;10
RIO GRANDE DO SUL;6084;58
RONDONIA;6084;3
RORAIMA;6084;3
SANTA CATARINA;6084;139
SAO PAULO;6084;200
SERGIPE;6084;2
TOCANTINS;6084;2
PARANA;6092;20
RIO DE JANEIRO;6092;3
SANTA CATARINA;6092;1
SAO PAULO;6092;2
BAHIA;6106;1
MINAS GERAIS;6106;1
PARANA;6106;1
SAO PAULO;6106;1
SANTA CATARINA;6114;1
SAO PAULO;6114;1
ACRE;6122;10
ALAGOAS;6122;167
AMAZONAS;6122;1178
AMAPA;6122;6
BAHIA;6122;164
CEARA;6122;117
DISTRITO FEDERAL;6122;1069
ESPIRITO SANTO;6122;98
GOIAS;6122;458
MARANHAO;6122;47
MATO GROSSO;6122;50
MATO GROSSO DO SUL;6122;29
MINAS GERAIS;6122;375
PARA;6122;79
PARAIBA;6122;23
PARANA;6122;297
PERNAMBUCO;6122;70
PIAUI;6122;8
RIO DE JANEIRO;6122;163
RIO GRANDE DO NORTE;6122;153
RIO GRANDE DO SUL;6122;146
RONDONIA;6122;29
RORAIMA;6122;24
SANTA CATARINA;6122;346
SAO PAULO;6122;1277
SERGIPE;6122;5
TOCANTINS;6122;26
ALAGOAS;6130;5
AMAZONAS;6130;4
AMAPA;6130;1
BAHIA;6130;13
CEARA;6130;5
DISTRITO FEDERAL;6130;43
ESPIRITO SANTO;6130;12
GOIAS;6130;57
MARANHAO;6130;2
MATO GROSSO DO SUL;6130;3
MINAS GERAIS;6130;29
PARA;6130;4
PARANA;6130;42
PERNAMBUCO;6130;11
RIO DE JANEIRO;6130;23
RIO GRANDE DO NORTE;6130;20
RIO GRANDE DO SUL;6130;8
RORAIMA;6130;1
SANTA CATARINA;6130;37
SAO PAULO;6130;92
SERGIPE;6130;1
TOCANTINS;6130;5
ALAGOAS;6149;1
BAHIA;6149;8
CEARA;6149;2
DISTRITO FEDERAL;6149;1
ESPIRITO SANTO;6149;5
GOIAS;6149;13
MARANHAO;6149;2
MATO GROSSO;6149;4
MATO GROSSO DO SUL;6149;1
MINAS GERAIS;6149;8
PARANA;6149;2
RIO DE JANEIRO;6149;3
RIO GRANDE DO SUL;6149;1
SANTA CATARINA;6149;5
SAO PAULO;6149;13
TOCANTINS;6149;1
ACRE;6157;1
ALAGOAS;6157;2
BAHIA;6157;4
DISTRITO FEDERAL;6157;3
ESPIRITO SANTO;6157;1
GOIAS;6157;4
MARANHAO;6157;1
MINAS GERAIS;6157;6
PARANA;6157;4
PERNAMBUCO;6157;4
RIO GRANDE DO SUL;6157;3
SANTA CATARINA;6157;8
SAO PAULO;6157;20
ALAGOAS;6165;3
BAHIA;6165;3
CEARA;6165;2
DISTRITO FEDERAL;6165;3
GOIAS;6165;4
MINAS GERAIS;6165;21
PARA;6165;1
PARANA;6165;5
PERNAMBUCO;6165;2
PIAUI;6165;1
RIO DE JANEIRO;6165;5
RIO GRANDE DO NORTE;6165;2
RIO GRANDE DO SUL;6165;1
RORAIMA;6165;1
SANTA CATARINA;6165;5
SAO PAULO;6165;18
ACRE;6173;1
AMAZONAS;6173;4
BAHIA;6173;11
CEARA;6173;5
DISTRITO FEDERAL;6173;12
ESPIRITO SANTO;6173;5
GOIAS;6173;23
MARANHAO;6173;1
MATO GROSSO;6173;5
MATO GROSSO DO SUL;6173;2
MINAS GERAIS;6173;21
PARA;6173;6
PARAIBA;6173;1
PARANA;6173;32
PERNAMBUCO;6173;4
PIAUI;6173;3
RIO DE JANEIRO;6173;6
RIO GRANDE DO NORTE;6173;4
RIO GRANDE DO SUL;6173;9
RORAIMA;6173;1
SANTA CATARINA;6173;35
SAO PAULO;6173;42
SERGIPE;6173;1
TOCANTINS;6173;3
ALAGOAS;6181;1
AMAZONAS;6181;3
BAHIA;6181;8
CEARA;6181;8
DISTRITO FEDERAL;6181;15
ESPIRITO SANTO;6181;7
GOIAS;6181;12
MARANHAO;6181;1
MATO GROSSO;6181;2
MATO GROSSO DO SUL;6181;3
MINAS GERAIS;6181;27
PARA;6181;4
PARAIBA;6181;2
PARANA;6181;76
PERNAMBUCO;6181;12
RIO DE JANEIRO;6181;5
RIO GRANDE DO NORTE;6181;6
RIO GRANDE DO SUL;6181;10
RONDONIA;6181;3
SANTA CATARINA;6181;27
SAO PAULO;6181;114
SERGIPE;6181;1
TOCANTINS;6181;2
ACRE;6190;1
ALAGOAS;6190;1
AMAZONAS;6190;2
BAHIA;6190;2
CEARA;6190;1
DISTRITO FEDERAL;6190;2
ESPIRITO SANTO;6190;3
GOIAS;6190;8
MARANHAO;6190;1
MATO GROSSO;6190;1
MATO GROSSO DO SUL;6190;5
MINAS GERAIS;6190;12
PARANA;6190;3
PERNAMBUCO;6190;9
RIO GRANDE DO SUL;6190;16
SANTA CATARINA;6190;5
SAO PAULO;6190;26
ACRE;6203;1
ESPIRITO SANTO;6203;1
GOIAS;6203;3
PARANA;6203;2
SAO PAULO;6203;4
DISTRITO FEDERAL;6254;1
GOIAS;6254;2
MATO GROSSO;6254;1
MINAS GERAIS;6254;1
RIO DE JANEIRO;6254;5
BAHIA;6262;1
GOIAS;6262;1
MATO GROSSO DO SUL;6262;1
MINAS GERAIS;6262;2
PARANA;6262;5
PERNAMBUCO;6262;3
RIO GRANDE DO SUL;6262;2
RONDONIA;6262;1
SANTA CATARINA;6262;3
SAO PAULO;6262;7
ACRE;6270;2
ALAGOAS;6270;3
AMAZONAS;6270;2
AMAPA;6270;1
BAHIA;6270;10
CEARA;6270;16
DISTRITO FEDERAL;6270;40
ESPIRITO SANTO;6270;21
GOIAS;6270;191
MARANHAO;6270;4
MATO GROSSO;6270;11
MATO GROSSO DO SUL;6270;8
MINAS GERAIS;6270;293
PARA;6270;9
PARAIBA;6270;1
PARANA;6270;115
PERNAMBUCO;6270;33
PIAUI;6270;3
RIO DE JANEIRO;6270;67
RIO GRANDE DO NORTE;6270;8
RIO GRANDE DO SUL;6270;101
RONDONIA;6270;5
SANTA CATARINA;6270;109
SAO PAULO;6270;450
SERGIPE;6270;2
TOCANTINS;6270;5
DISTRITO FEDERAL;6289;1
GOIAS;6289;1
MARANHAO;6289;2
MINAS GERAIS;6289;2
PIAUI;6289;2
RIO GRANDE DO SUL;6289;2
RONDONIA;6289;1
SANTA CATARINA;6289;1
SAO PAULO;6289;21
DISTRITO FEDERAL;6297;2
MATO GROSSO DO SUL;6297;1
MINAS GERAIS;6297;4
PARA;6297;1
PARANA;6297;1
PIAUI;6297;1
RIO DE JANEIRO;6297;1
RIO GRANDE DO NORTE;6297;1
SANTA CATARINA;6297;1
SAO PAULO;6297;5
SERGIPE;6297;1
GOIAS;6300;1
MARANHAO;6300;1
PARANA;6300;1
SANTA CATARINA;6300;1
CEARA;6319;2
GOIAS;6319;2
MINAS GERAIS;6319;7
PARANA;6319;3
RIO DE JANEIRO;6319;1
RIO GRANDE DO SUL;6319;4
SANTA CATARINA;6319;8
SAO PAULO;6319;32
BAHIA;6327;1
GOIAS;6327;1
MATO GROSSO DO SUL;6327;1
PARANA;6327;2
SANTA CATARINA;6327;4
SAO PAULO;6327;4
DISTRITO FEDERAL;6335;1
PARANA;6335;2
SANTA CATARINA;6335;1
SAO PAULO;6335;11
GOIAS;6351;3
RIO GRANDE DO SUL;6351;1
SAO PAULO;6351;2
SERGIPE;6351;1
RIO GRANDE DO SUL;6360;1
DISTRITO FEDERAL;6378;1
GOIAS;6378;4
MINAS GERAIS;6378;5
RIO DE JANEIRO;6378;2
SANTA CATARINA;6378;1
SAO PAULO;6378;10
DISTRITO FEDERAL;6386;2
ESPIRITO SANTO;6386;1
MINAS GERAIS;6386;2
PERNAMBUCO;6386;1
RIO DE JANEIRO;6386;2
RIO GRANDE DO SUL;6386;3
ALAGOAS;6394;1
AMAZONAS;6394;1
CEARA;6394;4
DISTRITO FEDERAL;6394;1
ESPIRITO SANTO;6394;1
GOIAS;6394;12
MATO GROSSO;6394;2
MATO GROSSO DO SUL;6394;3
MINAS GERAIS;6394;40
PARANA;6394;10
PERNAMBUCO;6394;4
PIAUI;6394;1
RIO DE JANEIRO;6394;7
RIO GRANDE DO NORTE;6394;1
RIO GRANDE DO SUL;6394;11
SANTA CATARINA;6394;26
SAO PAULO;6394;189
SERGIPE;6394;1
TOCANTINS;6394;2
ACRE;6408;41
ALAGOAS;6408;8
AMAZONAS;6408;23
AMAPA;6408;5
BAHIA;6408;94
CEARA;6408;200
DISTRITO FEDERAL;6408;39
ESPIRITO SANTO;6408;42
GOIAS;6408;248
MARANHAO;6408;20
MATO GROSSO;6408;37
MATO GROSSO DO SUL;6408;48
MINAS GERAIS;6408;236
PARA;6408;22
PARAIBA;6408;22
PARANA;6408;149
PERNAMBUCO;6408;372
PIAUI;6408;17
RIO DE JANEIRO;6408;119
RIO GRANDE DO NORTE;6408;23
RIO GRANDE DO SUL;6408;85
RONDONIA;6408;53
RORAIMA;6408;2
SANTA CATARINA;6408;287
SAO PAULO;6408;1453
SERGIPE;6408;11
TOCANTINS;6408;5
BAHIA;6416;1
DISTRITO FEDERAL;6416;1
GOIAS;6416;3
MATO GROSSO DO SUL;6416;1
MINAS GERAIS;6416;1
PERNAMBUCO;6416;1
RIO DE JANEIRO;6416;9
SAO PAULO;6416;2
TOCANTINS;6416;1
GOIAS;6424;2
BAHIA;6432;30
CEARA;6432;4
DISTRITO FEDERAL;6432;25
ESPIRITO SANTO;6432;3
GOIAS;6432;42
MARANHAO;6432;2
MATO GROSSO;6432;3
MATO GROSSO DO SUL;6432;4
MINAS GERAIS;6432;18
PARA;6432;1
PARAIBA;6432;2
PARANA;6432;20
PERNAMBUCO;6432;2
PIAUI;6432;1
RIO DE JANEIRO;6432;7
RIO GRANDE DO NORTE;6432;1
RIO GRANDE DO SUL;6432;170
RONDONIA;6432;1
RORAIMA;6432;1
SANTA CATARINA;6432;28
SAO PAULO;6432;92
SERGIPE;6432;1
ALAGOAS;6440;2
BAHIA;6440;3
CEARA;6440;1
DISTRITO FEDERAL;6440;11
GOIAS;6440;8
MINAS GERAIS;6440;9
PARA;6440;1
PARANA;6440;8
PERNAMBUCO;6440;3
RIO DE JANEIRO;6440;2
RIO GRANDE DO SUL;6440;2
SANTA CATARINA;6440;7
SAO PAULO;6440;22
SERGIPE;6440;1
AMAZONAS;6459;3
BAHIA;6459;4
DISTRITO FEDERAL;6459;4
ESPIRITO SANTO;6459;9
GOIAS;6459;9
MARANHAO;6459;1
MATO GROSSO;6459;3
MATO GROSSO DO SUL;6459;6
MINAS GERAIS;6459;9
PARAIBA;6459;3
PARANA;6459;10
PERNAMBUCO;6459;2
RIO DE JANEIRO;6459;30
RIO GRANDE DO SUL;6459;7
RONDONIA;6459;1
SANTA CATARINA;6459;18
SAO PAULO;6459;47
SERGIPE;6459;1
TOCANTINS;6459;1
GOIAS;6467;1
MINAS GERAIS;6467;1
SAO PAULO;6467;1
ACRE;6483;1
ALAGOAS;6483;7
AMAZONAS;6483;3
BAHIA;6483;9
CEARA;6483;10
DISTRITO FEDERAL;6483;16
ESPIRITO SANTO;6483;9
GOIAS;6483;31
MARANHAO;6483;4
MATO GROSSO;6483;4
MATO GROSSO DO SUL;6483;1
MINAS GERAIS;6483;33
PARA;6483;1
PARAIBA;6483;2
PARANA;6483;41
PERNAMBUCO;6483;13
PIAUI;6483;3
RIO DE JANEIRO;6483;10
RIO GRANDE DO NORTE;6483;2
RIO GRANDE DO SUL;6483;16
SANTA CATARINA;6483;27
SAO PAULO;6483;65
ACRE;6491;2
ALAGOAS;6491;21
AMAZONAS;6491;16
BAHIA;6491;47
CEARA;6491;14
DISTRITO FEDERAL;6491;16
ESPIRITO SANTO;6491;30
GOIAS;6491;46
MARANHAO;6491;5
MATO GROSSO;6491;7
MATO GROSSO DO SUL;6491;5
MINAS GERAIS;6491;124
PARA;6491;2
PARAIBA;6491;40
PARANA;6491;359
PERNAMBUCO;6491;35
PIAUI;6491;2
RIO DE JANEIRO;6491;34
RIO GRANDE DO NORTE;6491;4
RIO GRANDE DO SUL;6491;90
RONDONIA;6491;2
SANTA CATARINA;6491;262
SAO PAULO;6491;275
SERGIPE;6491;1
TOCANTINS;6491;2
ESPIRITO SANTO;6505;1
GOIAS;6505;1
MINAS GERAIS;6505;4
PARANA;6505;5
RIO GRANDE DO SUL;6505;9
SANTA CATARINA;6505;2
SAO PAULO;6505;4
CEARA;6513;1
GOIAS;6513;1
MINAS GERAIS;6513;1
PARANA;6513;1
RIO DE JANEIRO;6513;2
RIO GRANDE DO SUL;6513;2
SANTA CATARINA;6513;1
ALAGOAS;6521;16
AMAZONAS;6521;1
BAHIA;6521;4
CEARA;6521;1
DISTRITO FEDERAL;6521;2
GOIAS;6521;3
MINAS GERAIS;6521;2
PARANA;6521;1
PERNAMBUCO;6521;2
RIO DE JANEIRO;6521;1
SANTA CATARINA;6521;1
SAO PAULO;6521;5
ACRE;6530;36
ALAGOAS;6530;11
AMAZONAS;6530;17
AMAPA;6530;1
BAHIA;6530;305
CEARA;6530;18
DISTRITO FEDERAL;6530;438
ESPIRITO SANTO;6530;105
GOIAS;6530;1290
MARANHAO;6530;7
MATO GROSSO;6530;80
MATO GROSSO DO SUL;6530;170
MINAS GERAIS;6530;1547
PARA;6530;22
PARAIBA;6530;6
PARANA;6530;1204
PERNAMBUCO;6530;21
RIO DE JANEIRO;6530;105
RIO GRANDE DO NORTE;6530;14
RIO GRANDE DO SUL;6530;249
RONDONIA;6530;24
SANTA CATARINA;6530;467
SAO PAULO;6530;2711
SERGIPE;6530;8
TOCANTINS;6530;26
ACRE;6548;4
BAHIA;6548;84
CEARA;6548;3
DISTRITO FEDERAL;6548;51
ESPIRITO SANTO;6548;6
GOIAS;6548;348
MARANHAO;6548;2
MATO GROSSO;6548;3
MATO GROSSO DO SUL;6548;12
MINAS GERAIS;6548;56
PARA;6548;3
PARANA;6548;31
PERNAMBUCO;6548;15
RIO DE JANEIRO;6548;21
RIO GRANDE DO SUL;6548;5
RONDONIA;6548;1
SANTA CATARINA;6548;54
SAO PAULO;6548;28
SERGIPE;6548;1
TOCANTINS;6548;1
ACRE;6556;7
ALAGOAS;6556;7
AMAZONAS;6556;16
AMAPA;6556;5
BAHIA;6556;65
CEARA;6556;16
DISTRITO FEDERAL;6556;44
ESPIRITO SANTO;6556;14
GOIAS;6556;345
MARANHAO;6556;3
MATO GROSSO;6556;71
MATO GROSSO DO SUL;6556;22
MINAS GERAIS;6556;239
PARA;6556;16
PARAIBA;6556;6
PARANA;6556;99
PERNAMBUCO;6556;235
PIAUI;6556;3
RIO DE JANEIRO;6556;250
RIO GRANDE DO NORTE;6556;12
RIO GRANDE DO SUL;6556;24
RONDONIA;6556;23
RORAIMA;6556;2
SANTA CATARINA;6556;96
SAO PAULO;6556;193
SERGIPE;6556;9
TOCANTINS;6556;9
ACRE;6564;19
ALAGOAS;6564;15
AMAZONAS;6564;49
AMAPA;6564;3
BAHIA;6564;85
CEARA;6564;100
DISTRITO FEDERAL;6564;6
ESPIRITO SANTO;6564;38
GOIAS;6564;65
MARANHAO;6564;36
MATO GROSSO;6564;12
MATO GROSSO DO SUL;6564;28
MINAS GERAIS;6564;165
PARA;6564;65
PARAIBA;6564;57
PARANA;6564;185
PERNAMBUCO;6564;90
PIAUI;6564;17
RIO DE JANEIRO;6564;123
RIO GRANDE DO NORTE;6564;32
RIO GRANDE DO SUL;6564;16
RONDONIA;6564;10
SANTA CATARINA;6564;56
SAO PAULO;6564;373
SERGIPE;6564;6
TOCANTINS;6564;33
BAHIA;6572;10
CEARA;6572;1
ESPIRITO SANTO;6572;3
MARANHAO;6572;1
MATO GROSSO DO SUL;6572;2
MINAS GERAIS;6572;7
PARANA;6572;6
RIO DE JANEIRO;6572;49
RIO GRANDE DO SUL;6572;1
SANTA CATARINA;6572;5
SAO PAULO;6572;12
TOCANTINS;6572;1
ACRE;6580;6
ALAGOAS;6580;11
AMAZONAS;6580;62
AMAPA;6580;12
BAHIA;6580;151
CEARA;6580;79
DISTRITO FEDERAL;6580;92
ESPIRITO SANTO;6580;40
GOIAS;6580;305
MARANHAO;6580;50
MATO GROSSO;6580;223
MATO GROSSO DO SUL;6580;80
MINAS GERAIS;6580;420
PARA;6580;84
PARAIBA;6580;34
PARANA;6580;256
PERNAMBUCO;6580;79
PIAUI;6580;49
RIO DE JANEIRO;6580;831
RIO GRANDE DO NORTE;6580;39
RIO GRANDE DO SUL;6580;36
RONDONIA;6580;37
RORAIMA;6580;1
SANTA CATARINA;6580;119
SAO PAULO;6580;1633
SERGIPE;6580;14
TOCANTINS;6580;50
ACRE;6599;439
ALAGOAS;6599;260
AMAZONAS;6599;1097
AMAPA;6599;203
BAHIA;6599;3357
CEARA;6599;3396
DISTRITO FEDERAL;6599;2759
ESPIRITO SANTO;6599;1246
GOIAS;6599;5108
MARANHAO;6599;707
MATO GROSSO;6599;1727
MATO GROSSO DO SUL;6599;1383
MINAS GERAIS;6599;10629
PARA;6599;1576
PARAIBA;6599;318
PARANA;6599;4618
PERNAMBUCO;6599;3287
PIAUI;6599;337
RIO DE JANEIRO;6599;8946
RIO GRANDE DO NORTE;6599;572
RIO GRANDE DO SUL;6599;2759
RONDONIA;6599;814
RORAIMA;6599;67
SANTA CATARINA;6599;4370
SAO PAULO;6599;22927
SERGIPE;6599;271
TOCANTINS;6599;190
ACRE;6602;4
ALAGOAS;6602;22
AMAZONAS;6602;59
AMAPA;6602;6
BAHIA;6602;286
CEARA;6602;430
DISTRITO FEDERAL;6602;216
ESPIRITO SANTO;6602;132
GOIAS;6602;1148
MARANHAO;6602;45
MATO GROSSO;6602;208
MATO GROSSO DO SUL;6602;219
MINAS GERAIS;6602;1316
PARA;6602;94
PARAIBA;6602;48
PARANA;6602;1021
PERNAMBUCO;6602;310
PIAUI;6602;50
RIO DE JANEIRO;6602;622
RIO GRANDE DO NORTE;6602;41
RIO GRANDE DO SUL;6602;265
RONDONIA;6602;92
RORAIMA;6602;7
SANTA CATARINA;6602;601
SAO PAULO;6602;5787
SERGIPE;6602;79
TOCANTINS;6602;60
ACRE;6610;3
ALAGOAS;6610;34
AMAZONAS;6610;22
AMAPA;6610;3
BAHIA;6610;179
CEARA;6610;84
DISTRITO FEDERAL;6610;167
ESPIRITO SANTO;6610;73
GOIAS;6610;803
MARANHAO;6610;15
MATO GROSSO;6610;81
MATO GROSSO DO SUL;6610;71
MINAS GERAIS;6610;574
PARA;6610;27
PARAIBA;6610;28
