UF;Cod_Infracao;Quantidade
PARANA;5916;13
PIAUI;5916;1
RIO DE JANEIRO;5916;4
RIO GRANDE DO SUL;5916;4
SANTA CATARINA;5916;13
SAO PAULO;5916;15
SERGIPE;5916;1
ACRE;5924;2
ALAGOAS;5924;3
AMAZONAS;5924;1
AMAPA;5924;2
BAHIA;5924;33
CEARA;5924;9
DISTRITO FEDERAL;5924;6
ESPIRITO SANTO;5924;5
GOIAS;5924;13
MATO GROSSO;5924;6
MATO GROSSO DO SUL;5924;1
MINAS GERAIS;5924;28
PARA;5924;12
PARAIBA;5924;3
PARANA;5924;12
PERNAMBUCO;5924;2
PIAUI;5924;1
RIO DE JANEIRO;5924;8
RIO GRANDE DO NORTE;5924;2
RIO GRANDE DO SUL;5924;33
RONDONIA;5924;2
SANTA CATARINA;5924;21
SAO PAULO;5924;34
SERGIPE;5924;1
ALAGOAS;5932;1
BAHIA;5932;5
CEARA;5932;1
DISTRITO FEDERAL;5932;2
ESPIRITO SANTO;5932;6
GOIAS;5932;14
MARANHAO;5932;1
MATO GROSSO;5932;3
MATO GROSSO DO SUL;5932;1
MINAS GERAIS;5932;6
PARA;5932;3
PARANA;5932;6
PERNAMBUCO;5932;1
RIO DE JANEIRO;5932;6
RIO GRANDE DO SUL;5932;3
SANTA CATARINA;5932;16
SAO PAULO;5932;22
ALAGOAS;5940;7
AMAPA;5940;1
BAHIA;5940;29
CEARA;5940;9
DISTRITO FEDERAL;5940;3
ESPIRITO SANTO;5940;28
GOIAS;5940;13
MARANHAO;5940;6
MATO GROSSO;5940;12
MATO GROSSO DO SUL;5940;1
MINAS GERAIS;5940;55
PARA;5940;8
PARAIBA;5940;3
PARANA;5940;9
PERNAMBUCO;5940;6
PIAUI;5940;2
RIO DE JANEIRO;5940;4
RIO GRANDE DO NORTE;5940;3
RIO GRANDE DO SUL;5940;21
SANTA CATARINA;5940;27
SAO PAULO;5940;25
SERGIPE;5940;3
TOCANTINS;5940;4
ACRE;5959;41
ALAGOAS;5959;5
AMAZONAS;5959;4
BAHIA;5959;12
CEARA;5959;28
DISTRITO FEDERAL;5959;11
ESPIRITO SANTO;5959;10
GOIAS;5959;34
MARANHAO;5959;10
MATO GROSSO;5959;10
MATO GROSSO DO SUL;5959;14
MINAS GERAIS;5959;48
PARA;5959;15
PARAIBA;5959;4
PARANA;5959;51
PERNAMBUCO;5959;9
PIAUI;5959;2
RIO DE JANEIRO;5959;69
RIO GRANDE DO NORTE;5959;17
RIO GRANDE DO SUL;5959;18
RONDONIA;5959;3
SANTA CATARINA;5959;35
SAO PAULO;5959;57
SERGIPE;5959;13
TOCANTINS;5959;4
ACRE;5967;40
ALAGOAS;5967;180
AMAZONAS;5967;346
AMAPA;5967;12
BAHIA;5967;1735
CEARA;5967;670
DISTRITO FEDERAL;5967;514
ESPIRITO SANTO;5967;656
GOIAS;5967;875
MARANHAO;5967;246
MATO GROSSO;5967;1083
MATO GROSSO DO SUL;5967;635
MINAS GERAIS;5967;3590
PARA;5967;687
PARAIBA;5967;354
PARANA;5967;2423
PERNAMBUCO;5967;483
PIAUI;5967;259
RIO DE JANEIRO;5967;954
RIO GRANDE DO NORTE;5967;402
RIO GRANDE DO SUL;5967;1691
RONDONIA;5967;333
RORAIMA;5967;24
SANTA CATARINA;5967;2585
SAO PAULO;5967;8847
SERGIPE;5967;219
TOCANTINS;5967;223
ALAGOAS;5975;56
AMAZONAS;5975;4
AMAPA;5975;6
BAHIA;5975;64
CEARA;5975;118
DISTRITO FEDERAL;5975;16
ESPIRITO SANTO;5975;12
GOIAS;5975;10
MARANHAO;5975;8
MATO GROSSO;5975;27
MATO GROSSO DO SUL;5975;21
MINAS GERAIS;5975;237
PARA;5975;13
PARAIBA;5975;22
PARANA;5975;199
PERNAMBUCO;5975;98
PIAUI;5975;21
RIO DE JANEIRO;5975;94
RIO GRANDE DO NORTE;5975;35
RIO GRANDE DO SUL;5975;213
RONDONIA;5975;21
RORAIMA;5975;3
SANTA CATARINA;5975;408
SAO PAULO;5975;681
SERGIPE;5975;2
TOCANTINS;5975;3
BAHIA;5983;5
CEARA;5983;1
DISTRITO FEDERAL;5983;1
GOIAS;5983;2
MINAS GERAIS;5983;2
PARA;5983;1
PARAIBA;5983;1
PARANA;5983;4
PERNAMBUCO;5983;4
RIO DE JANEIRO;5983;1
SANTA CATARINA;5983;1
SAO PAULO;5983;7
SERGIPE;5983;1
ACRE;5991;14
ALAGOAS;5991;44
AMAZONAS;5991;191
AMAPA;5991;10
BAHIA;5991;229
CEARA;5991;926
DISTRITO FEDERAL;5991;145
ESPIRITO SANTO;5991;68
GOIAS;5991;267
MARANHAO;5991;102
MATO GROSSO;5991;26
MATO GROSSO DO SUL;5991;42
MINAS GERAIS;5991;459
PARA;5991;90
PARAIBA;5991;57
PARANA;5991;281
PERNAMBUCO;5991;400
PIAUI;5991;45
RIO DE JANEIRO;5991;234
RIO GRANDE DO NORTE;5991;371
RIO GRANDE DO SUL;5991;246
RONDONIA;5991;29
RORAIMA;5991;2
SANTA CATARINA;5991;142
SAO PAULO;5991;1578
SERGIPE;5991;103
TOCANTINS;5991;9
ACRE;6009;1
AMAZONAS;6009;2
BAHIA;6009;1
CEARA;6009;4
DISTRITO FEDERAL;6009;3
ESPIRITO SANTO;6009;2
GOIAS;6009;5
MATO GROSSO DO SUL;6009;2
MINAS GERAIS;6009;23
PARANA;6009;6
PERNAMBUCO;6009;4
RIO DE JANEIRO;6009;7
RIO GRANDE DO NORTE;6009;4
RIO GRANDE DO SUL;6009;9
RONDONIA;6009;2
SANTA CATARINA;6009;5
SAO PAULO;6009;13
ACRE;6017;32
ALAGOAS;6017;48
AMAZONAS;6017;584
AMAPA;6017;13
BAHIA;6017;68
CEARA;6017;364
DISTRITO FEDERAL;6017;61
ESPIRITO SANTO;6017;24
GOIAS;6017;366
MARANHAO;6017;163
MATO GROSSO;6017;56
MATO GROSSO DO SUL;6017;37
MINAS GERAIS;6017;173
PARA;6017;243
PARAIBA;6017;76
PARANA;6017;89
PERNAMBUCO;6017;156
PIAUI;6017;122
RIO DE JANEIRO;6017;79
RIO GRANDE DO NORTE;6017;39
RIO GRANDE DO SUL;6017;33
RONDONIA;6017;26
RORAIMA;6017;3
SANTA CATARINA;6017;78
SAO PAULO;6017;331
SERGIPE;6017;210
TOCANTINS;6017;11
ACRE;6025;1
ALAGOAS;6025;1
AMAZONAS;6025;24
BAHIA;6025;25
CEARA;6025;21
DISTRITO FEDERAL;6025;43
ESPIRITO SANTO;6025;2
GOIAS;6025;35
MARANHAO;6025;1
MATO GROSSO;6025;8
MATO GROSSO DO SUL;6025;10
MINAS GERAIS;6025;27
PARA;6025;14
PARAIBA;6025;1
PARANA;6025;30
PERNAMBUCO;6025;8
PIAUI;6025;2
RIO DE JANEIRO;6025;18
RIO GRANDE DO NORTE;6025;2
RIO GRANDE DO SUL;6025;15
RONDONIA;6025;3
RORAIMA;6025;1
SANTA CATARINA;6025;7
SAO PAULO;6025;50
SERGIPE;6025;27
ACRE;6033;1
ALAGOAS;6033;4
AMAZONAS;6033;22
AMAPA;6033;8
BAHIA;6033;9
CEARA;6033;296
DISTRITO FEDERAL;6033;15
ESPIRITO SANTO;6033;2
GOIAS;6033;6
MARANHAO;6033;5
MATO GROSSO DO SUL;6033;1
MINAS GERAIS;6033;24
PARA;6033;8
PARAIBA;6033;6
PARANA;6033;19
PERNAMBUCO;6033;24
PIAUI;6033;6
RIO DE JANEIRO;6033;11
RIO GRANDE DO NORTE;6033;4
RIO GRANDE DO SUL;6033;36
RONDONIA;6033;6
SANTA CATARINA;6033;6
SAO PAULO;6033;52
SERGIPE;6033;160
ACRE;6041;93
ALAGOAS;6041;1184
AMAZONAS;6041;1249
AMAPA;6041;22
BAHIA;6041;694
CEARA;6041;3083
DISTRITO FEDERAL;6041;735
ESPIRITO SANTO;6041;716
GOIAS;6041;3064
MARANHAO;6041;321
MATO GROSSO;6041;1292
MATO GROSSO DO SUL;6041;1020
MINAS GERAIS;6041;3394
PARA;6041;406
PARAIBA;6041;293
PARANA;6041;12194
PERNAMBUCO;6041;1030
PIAUI;6041;191
RIO DE JANEIRO;6041;1006
RIO GRANDE DO NORTE;6041;404
RIO GRANDE DO SUL;6041;760
RONDONIA;6041;105
RORAIMA;6041;19
SANTA CATARINA;6041;1275
SAO PAULO;6041;12510
SERGIPE;6041;705
TOCANTINS;6041;48
ACRE;6050;693
ALAGOAS;6050;1271
AMAZONAS;6050;2256
AMAPA;6050;2342
BAHIA;6050;3466
CEARA;6050;11366
DISTRITO FEDERAL;6050;2414
ESPIRITO SANTO;6050;4996
GOIAS;6050;14958
MARANHAO;6050;2929
MATO GROSSO;6050;7915
MATO GROSSO DO SUL;6050;4905
MINAS GERAIS;6050;22977
PARA;6050;14981
PARAIBA;6050;1710
PARANA;6050;35481
PERNAMBUCO;6050;4852
PIAUI;6050;2499
RIO DE JANEIRO;6050;21851
RIO GRANDE DO NORTE;6050;3734
RIO GRANDE DO SUL;6050;4802
RONDONIA;6050;929
RORAIMA;6050;2454
SANTA CATARINA;6050;9233
SAO PAULO;6050;105158
SERGIPE;6050;1872
TOCANTINS;6050;2241
ACRE;6068;34
ALAGOAS;6068;50
AMAZONAS;6068;85
AMAPA;6068;14
BAHIA;6068;384
CEARA;6068;132
DISTRITO FEDERAL;6068;167
ESPIRITO SANTO;6068;374
GOIAS;6068;675
MARANHAO;6068;93
MATO GROSSO;6068;515
MATO GROSSO DO SUL;6068;313
MINAS GERAIS;6068;1340
PARA;6068;162
PARAIBA;6068;68
PARANA;6068;1772
PERNAMBUCO;6068;105
PIAUI;6068;46
RIO DE JANEIRO;6068;856
RIO GRANDE DO NORTE;6068;534
RIO GRANDE DO SUL;6068;864
RONDONIA;6068;104
RORAIMA;6068;5
SANTA CATARINA;6068;1792
SAO PAULO;6068;9848
SERGIPE;6068;102
TOCANTINS;6068;88
ACRE;6076;21
ALAGOAS;6076;14
AMAZONAS;6076;29
AMAPA;6076;18
BAHIA;6076;95
CEARA;6076;20
DISTRITO FEDERAL;6076;26
ESPIRITO SANTO;6076;17
GOIAS;6076;36
MARANHAO;6076;12
MATO GROSSO;6076;5
MATO GROSSO DO SUL;6076;12
MINAS GERAIS;6076;82
PARA;6076;23
PARAIBA;6076;10
PARANA;6076;50
PERNAMBUCO;6076;21
PIAUI;6076;6
RIO DE JANEIRO;6076;142
RIO GRANDE DO NORTE;6076;36
RIO GRANDE DO SUL;6076;18
RONDONIA;6076;7
SANTA CATARINA;6076;49
SAO PAULO;6076;309
SERGIPE;6076;10
TOCANTINS;6076;9
ALAGOAS;6084;20
AMAZONAS;6084;125
BAHIA;6084;6
CEARA;6084;10
DISTRITO FEDERAL;6084;6
ESPIRITO SANTO;6084;30
GOIAS;6084;16
MARANHAO;6084;9
MATO GROSSO;6084;2
MATO GROSSO DO SUL;6084;8
MINAS GERAIS;6084;48
PARA;6084;6
PARAIBA;6084;20
PARANA;6084;25
PERNAMBUCO;6084;5
PIAUI;6084;1
RIO DE JANEIRO;6084;134
RIO GRANDE DO NORTE;6084;9
RIO GRANDE DO SUL;6084;26
RONDONIA;6084;1
RORAIMA;6084;4
SANTA CATARINA;6084;72
SAO PAULO;6084;132
SERGIPE;6084;119
TOCANTINS;6084;1
MINAS GERAIS;6092;1
PARANA;6092;1
SANTA CATARINA;6092;1
SAO PAULO;6092;2
BAHIA;6106;1
ESPIRITO SANTO;6106;1
SAO PAULO;6106;8
SERGIPE;6106;1
MATO GROSSO;6114;2
SANTA CATARINA;6114;1
ACRE;6122;11
ALAGOAS;6122;145
AMAZONAS;6122;574
AMAPA;6122;2
BAHIA;6122;190
CEARA;6122;299
DISTRITO FEDERAL;6122;758
ESPIRITO SANTO;6122;109
GOIAS;6122;653
MARANHAO;6122;70
MATO GROSSO;6122;28
MATO GROSSO DO SUL;6122;28
MINAS GERAIS;6122;392
PARA;6122;75
PARAIBA;6122;64
PARANA;6122;426
PERNAMBUCO;6122;55
PIAUI;6122;22
RIO DE JANEIRO;6122;113
RIO GRANDE DO NORTE;6122;121
RIO GRANDE DO SUL;6122;142
RONDONIA;6122;23
RORAIMA;6122;23
SANTA CATARINA;6122;352
SAO PAULO;6122;1321
SERGIPE;6122;138
TOCANTINS;6122;18
ALAGOAS;6130;23
AMAZONAS;6130;4
AMAPA;6130;8
BAHIA;6130;16
CEARA;6130;15
DISTRITO FEDERAL;6130;61
ESPIRITO SANTO;6130;4
GOIAS;6130;119
MARANHAO;6130;4
MATO GROSSO;6130;1
MATO GROSSO DO SUL;6130;2
MINAS GERAIS;6130;37
PARA;6130;5
PARAIBA;6130;1
PARANA;6130;49
PERNAMBUCO;6130;6
PIAUI;6130;2
RIO DE JANEIRO;6130;8
RIO GRANDE DO NORTE;6130;4
RIO GRANDE DO SUL;6130;6
RONDONIA;6130;1
RORAIMA;6130;1
SANTA CATARINA;6130;36
SAO PAULO;6130;131
SERGIPE;6130;20
TOCANTINS;6130;2
AMAZONAS;6149;6
BAHIA;6149;12
DISTRITO FEDERAL;6149;9
ESPIRITO SANTO;6149;5
GOIAS;6149;11
MARANHAO;6149;4
MATO GROSSO DO SUL;6149;1
MINAS GERAIS;6149;5
PARAIBA;6149;1
PARANA;6149;3
PERNAMBUCO;6149;1
PIAUI;6149;2
RIO DE JANEIRO;6149;1
RONDONIA;6149;1
SANTA CATARINA;6149;2
SAO PAULO;6149;17
ALAGOAS;6157;5
AMAZONAS;6157;1
BAHIA;6157;5
CEARA;6157;1
DISTRITO FEDERAL;6157;6
GOIAS;6157;5
MARANHAO;6157;1
MATO GROSSO DO SUL;6157;2
MINAS GERAIS;6157;7
PARA;6157;1
PARAIBA;6157;1
PARANA;6157;5
RIO DE JANEIRO;6157;1
RIO GRANDE DO SUL;6157;3
SANTA CATARINA;6157;9
SAO PAULO;6157;27
SERGIPE;6157;2
TOCANTINS;6157;1
ALAGOAS;6165;3
AMAPA;6165;1
BAHIA;6165;6
CEARA;6165;1
DISTRITO FEDERAL;6165;7
ESPIRITO SANTO;6165;2
GOIAS;6165;8
MARANHAO;6165;1
MINAS GERAIS;6165;18
PARA;6165;2
PARANA;6165;6
RIO DE JANEIRO;6165;4
RIO GRANDE DO NORTE;6165;6
RIO GRANDE DO SUL;6165;3
SANTA CATARINA;6165;5
SAO PAULO;6165;8
SERGIPE;6165;4
TOCANTINS;6165;1
ALAGOAS;6173;9
AMAZONAS;6173;9
AMAPA;6173;1
BAHIA;6173;11
CEARA;6173;6
DISTRITO FEDERAL;6173;12
ESPIRITO SANTO;6173;6
GOIAS;6173;15
MARANHAO;6173;4
MATO GROSSO;6173;2
MATO GROSSO DO SUL;6173;8
MINAS GERAIS;6173;23
PARA;6173;9
PARAIBA;6173;3
PARANA;6173;32
PERNAMBUCO;6173;6
RIO DE JANEIRO;6173;4
RIO GRANDE DO NORTE;6173;8
RIO GRANDE DO SUL;6173;18
RONDONIA;6173;2
SANTA CATARINA;6173;30
SAO PAULO;6173;32
SERGIPE;6173;7
TOCANTINS;6173;1
ALAGOAS;6181;4
AMAZONAS;6181;1
BAHIA;6181;30
CEARA;6181;4
DISTRITO FEDERAL;6181;9
ESPIRITO SANTO;6181;6
GOIAS;6181;8
MARANHAO;6181;1
MATO GROSSO;6181;5
MATO GROSSO DO SUL;6181;3
MINAS GERAIS;6181;33
PARA;6181;4
PARAIBA;6181;4
PARANA;6181;89
PERNAMBUCO;6181;10
RIO DE JANEIRO;6181;2
RIO GRANDE DO NORTE;6181;11
RIO GRANDE DO SUL;6181;17
RONDONIA;6181;1
SANTA CATARINA;6181;36
SAO PAULO;6181;101
SERGIPE;6181;8
ALAGOAS;6190;2
AMAZONAS;6190;3
BAHIA;6190;3
CEARA;6190;5
DISTRITO FEDERAL;6190;4
ESPIRITO SANTO;6190;5
GOIAS;6190;6
MATO GROSSO;6190;1
MINAS GERAIS;6190;2
PARANA;6190;8
PERNAMBUCO;6190;21
RIO GRANDE DO SUL;6190;2
SANTA CATARINA;6190;13
SAO PAULO;6190;59
BAHIA;6203;1
GOIAS;6203;2
PARANA;6203;1
PIAUI;6203;1
RIO GRANDE DO SUL;6203;2
SANTA CATARINA;6203;1
SANTA CATARINA;6220;1
BAHIA;6254;2
GOIAS;6254;1
MINAS GERAIS;6254;1
RIO DE JANEIRO;6254;4
RIO GRANDE DO SUL;6254;1
SAO PAULO;6254;3
DISTRITO FEDERAL;6262;1
ESPIRITO SANTO;6262;2
GOIAS;6262;1
MINAS GERAIS;6262;8
PARA;6262;1
PARANA;6262;1
PERNAMBUCO;6262;1
RIO DE JANEIRO;6262;1
RIO GRANDE DO SUL;6262;1
RONDONIA;6262;1
SANTA CATARINA;6262;3
SAO PAULO;6262;16
SERGIPE;6262;2
ACRE;6270;5
ALAGOAS;6270;57
AMAZONAS;6270;10
AMAPA;6270;1
BAHIA;6270;19
CEARA;6270;75
DISTRITO FEDERAL;6270;20
ESPIRITO SANTO;6270;28
GOIAS;6270;52
MARANHAO;6270;6
MATO GROSSO;6270;20
MATO GROSSO DO SUL;6270;29
MINAS GERAIS;6270;229
PARA;6270;13
PARAIBA;6270;9
PARANA;6270;292
PERNAMBUCO;6270;25
PIAUI;6270;3
RIO DE JANEIRO;6270;73
RIO GRANDE DO NORTE;6270;15
RIO GRANDE DO SUL;6270;129
RONDONIA;6270;16
SANTA CATARINA;6270;143
SAO PAULO;6270;534
SERGIPE;6270;1
TOCANTINS;6270;3
CEARA;6289;2
DISTRITO FEDERAL;6289;1
MATO GROSSO DO SUL;6289;1
MINAS GERAIS;6289;5
PARA;6289;1
PARAIBA;6289;1
PARANA;6289;1
PERNAMBUCO;6289;2
PIAUI;6289;1
RIO DE JANEIRO;6289;1
RIO GRANDE DO SUL;6289;4
SANTA CATARINA;6289;3
SAO PAULO;6289;16
ALAGOAS;6297;1
DISTRITO FEDERAL;6297;2
GOIAS;6297;1
MINAS GERAIS;6297;3
PARANA;6297;1
PERNAMBUCO;6297;2
PIAUI;6297;3
RIO DE JANEIRO;6297;1
RIO GRANDE DO SUL;6297;2
SANTA CATARINA;6297;2
SAO PAULO;6297;6
SERGIPE;6297;1
MATO GROSSO DO SUL;6300;1
MINAS GERAIS;6300;1
CEARA;6319;4
GOIAS;6319;1
MATO GROSSO DO SUL;6319;1
MINAS GERAIS;6319;8
PARANA;6319;11
PIAUI;6319;1
RIO DE JANEIRO;6319;1
RIO GRANDE DO SUL;6319;6
SANTA CATARINA;6319;22
SAO PAULO;6319;38
CEARA;6327;2
GOIAS;6327;1
MATO GROSSO;6327;1
MATO GROSSO DO SUL;6327;1
MINAS GERAIS;6327;1
PARANA;6327;3
PERNAMBUCO;6327;1
RIO GRANDE DO SUL;6327;1
SANTA CATARINA;6327;3
SAO PAULO;6327;8
BAHIA;6335;1
MINAS GERAIS;6335;3
PARANA;6335;8
PIAUI;6335;1
RIO DE JANEIRO;6335;7
RIO GRANDE DO SUL;6335;1
SANTA CATARINA;6335;3
SAO PAULO;6335;18
GOIAS;6343;1
MINAS GERAIS;6343;1
SANTA CATARINA;6343;1
CEARA;6351;1
MATO GROSSO DO SUL;6351;2
MINAS GERAIS;6351;1
PARANA;6351;1
RIO GRANDE DO SUL;6351;1
SANTA CATARINA;6351;1
SAO PAULO;6351;2
RIO GRANDE DO SUL;6360;1
SANTA CATARINA;6360;1
ESPIRITO SANTO;6378;1
GOIAS;6378;1
MATO GROSSO;6378;1
MATO GROSSO DO SUL;6378;3
MINAS GERAIS;6378;10
PARANA;6378;3
RIO DE JANEIRO;6378;1
RIO GRANDE DO SUL;6378;1
SANTA CATARINA;6378;3
SAO PAULO;6378;51
DISTRITO FEDERAL;6386;1
MINAS GERAIS;6386;1
PARA;6386;1
PARANA;6386;1
PERNAMBUCO;6386;1
RIO GRANDE DO SUL;6386;1
SANTA CATARINA;6386;2
AMAZONAS;6394;1
BAHIA;6394;1
CEARA;6394;4
DISTRITO FEDERAL;6394;2
ESPIRITO SANTO;6394;4
GOIAS;6394;5
MATO GROSSO;6394;1
MATO GROSSO DO SUL;6394;3
MINAS GERAIS;6394;32
PARA;6394;1
PARANA;6394;10
PERNAMBUCO;6394;1
PIAUI;6394;1
RIO DE JANEIRO;6394;1
RIO GRANDE DO SUL;6394;12
RONDONIA;6394;2
SANTA CATARINA;6394;14
SAO PAULO;6394;57
SERGIPE;6394;2
TOCANTINS;6394;2
ACRE;6408;29
ALAGOAS;6408;23
AMAZONAS;6408;40
AMAPA;6408;4
BAHIA;6408;175
CEARA;6408;544
DISTRITO FEDERAL;6408;54
ESPIRITO SANTO;6408;61
GOIAS;6408;203
MARANHAO;6408;36
MATO GROSSO;6408;52
MATO GROSSO DO SUL;6408;94
MINAS GERAIS;6408;274
PARA;6408;44
PARAIBA;6408;41
PARANA;6408;191
PERNAMBUCO;6408;162
PIAUI;6408;33
RIO DE JANEIRO;6408;133
RIO GRANDE DO NORTE;6408;56
RIO GRANDE DO SUL;6408;129
RONDONIA;6408;58
RORAIMA;6408;6
SANTA CATARINA;6408;338
SAO PAULO;6408;1920
SERGIPE;6408;22
TOCANTINS;6408;34
CEARA;6416;5
DISTRITO FEDERAL;6416;1
GOIAS;6416;4
MATO GROSSO DO SUL;6416;2
PARANA;6416;1
RIO DE JANEIRO;6416;18
SANTA CATARINA;6416;3
SAO PAULO;6416;1
MARANHAO;6424;1
BAHIA;6432;30
CEARA;6432;5
DISTRITO FEDERAL;6432;18
ESPIRITO SANTO;6432;2
GOIAS;6432;15
MATO GROSSO;6432;7
MATO GROSSO DO SUL;6432;1
MINAS GERAIS;6432;36
PARA;6432;3
PARAIBA;6432;2
PARANA;6432;33
PERNAMBUCO;6432;3
PIAUI;6432;1
RIO DE JANEIRO;6432;3
RIO GRANDE DO NORTE;6432;2
RIO GRANDE DO SUL;6432;31
RONDONIA;6432;3
SANTA CATARINA;6432;32
SAO PAULO;6432;79
SERGIPE;6432;3
ACRE;6440;1
BAHIA;6440;18
CEARA;6440;1
DISTRITO FEDERAL;6440;6
ESPIRITO SANTO;6440;2
GOIAS;6440;2
MATO GROSSO;6440;1
MINAS GERAIS;6440;15
PARANA;6440;10
PERNAMBUCO;6440;1
PIAUI;6440;1
RIO GRANDE DO NORTE;6440;1
RIO GRANDE DO SUL;6440;4
SANTA CATARINA;6440;8
SAO PAULO;6440;53
SERGIPE;6440;1
TOCANTINS;6440;2
ACRE;6459;1
ALAGOAS;6459;1
AMAPA;6459;1
BAHIA;6459;8
CEARA;6459;2
ESPIRITO SANTO;6459;4
GOIAS;6459;7
MARANHAO;6459;1
MATO GROSSO;6459;4
MATO GROSSO DO SUL;6459;6
MINAS GERAIS;6459;9
PARA;6459;3
PARANA;6459;7
PERNAMBUCO;6459;4
RIO DE JANEIRO;6459;1
RIO GRANDE DO NORTE;6459;2
RIO GRANDE DO SUL;6459;7
RONDONIA;6459;1
SANTA CATARINA;6459;16
SAO PAULO;6459;35
SERGIPE;6459;1
ESPIRITO SANTO;6467;1
PARA;6467;1
SAO PAULO;6467;2
BAHIA;6475;1
PARANA;6475;1
ACRE;6483;1
ALAGOAS;6483;1
AMAZONAS;6483;14
BAHIA;6483;10
CEARA;6483;12
DISTRITO FEDERAL;6483;6
ESPIRITO SANTO;6483;5
GOIAS;6483;12
MARANHAO;6483;6
MATO GROSSO;6483;5
MATO GROSSO DO SUL;6483;3
MINAS GERAIS;6483;19
PARA;6483;2
PARAIBA;6483;3
PARANA;6483;54
PERNAMBUCO;6483;1
RIO DE JANEIRO;6483;11
RIO GRANDE DO NORTE;6483;6
RIO GRANDE DO SUL;6483;16
SANTA CATARINA;6483;25
SAO PAULO;6483;67
ACRE;6491;12
ALAGOAS;6491;5
AMAZONAS;6491;23
BAHIA;6491;26
CEARA;6491;24
DISTRITO FEDERAL;6491;27
ESPIRITO SANTO;6491;15
GOIAS;6491;15
MARANHAO;6491;4
MATO GROSSO;6491;2
MATO GROSSO DO SUL;6491;1
MINAS GERAIS;6491;39
PARA;6491;4
PARAIBA;6491;4
PARANA;6491;93
PERNAMBUCO;6491;17
PIAUI;6491;4
RIO DE JANEIRO;6491;9
RIO GRANDE DO NORTE;6491;10
RIO GRANDE DO SUL;6491;34
RONDONIA;6491;3
RORAIMA;6491;1
SANTA CATARINA;6491;28
SAO PAULO;6491;112
SERGIPE;6491;3
BAHIA;6505;1
DISTRITO FEDERAL;6505;1
MINAS GERAIS;6505;2
PARANA;6505;7
RIO DE JANEIRO;6505;1
RIO GRANDE DO SUL;6505;2
SANTA CATARINA;6505;5
SAO PAULO;6505;2
MINAS GERAIS;6513;1
PERNAMBUCO;6513;1
SAO PAULO;6513;3
ALAGOAS;6521;1
ESPIRITO SANTO;6521;1
GOIAS;6521;1
MINAS GERAIS;6521;2
PARANA;6521;1
SAO PAULO;6521;1
ACRE;6530;13
ALAGOAS;6530;12
AMAZONAS;6530;19
AMAPA;6530;1
BAHIA;6530;270
CEARA;6530;21
DISTRITO FEDERAL;6530;903
ESPIRITO SANTO;6530;102
GOIAS;6530;679
MARANHAO;6530;17
MATO GROSSO;6530;107
MATO GROSSO DO SUL;6530;148
MINAS GERAIS;6530;1362
PARA;6530;25
PARAIBA;6530;8
PARANA;6530;1329
PERNAMBUCO;6530;18
PIAUI;6530;5
RIO DE JANEIRO;6530;114
RIO GRANDE DO NORTE;6530;11
RIO GRANDE DO SUL;6530;309
RONDONIA;6530;19
SANTA CATARINA;6530;633
SAO PAULO;6530;2918
SERGIPE;6530;43
TOCANTINS;6530;10
ALAGOAS;6548;3
BAHIA;6548;135
CEARA;6548;7
DISTRITO FEDERAL;6548;67
ESPIRITO SANTO;6548;7
GOIAS;6548;572
MARANHAO;6548;14
MATO GROSSO;6548;15
MATO GROSSO DO SUL;6548;21
MINAS GERAIS;6548;62
PARA;6548;2
PARAIBA;6548;1
PARANA;6548;32
PERNAMBUCO;6548;6
PIAUI;6548;2
RIO DE JANEIRO;6548;32
RIO GRANDE DO NORTE;6548;3
RIO GRANDE DO SUL;6548;5
RONDONIA;6548;2
SANTA CATARINA;6548;61
SAO PAULO;6548;41
SERGIPE;6548;1
TOCANTINS;6548;3
ACRE;6556;13
ALAGOAS;6556;8
AMAZONAS;6556;30
AMAPA;6556;4
BAHIA;6556;85
CEARA;6556;54
DISTRITO FEDERAL;6556;36
ESPIRITO SANTO;6556;17
GOIAS;6556;90
MARANHAO;6556;75
MATO GROSSO;6556;53
MATO GROSSO DO SUL;6556;33
MINAS GERAIS;6556;200
PARA;6556;38
PARAIBA;6556;20
PARANA;6556;70
PERNAMBUCO;6556;34
PIAUI;6556;12
RIO DE JANEIRO;6556;183
RIO GRANDE DO NORTE;6556;8
RIO GRANDE DO SUL;6556;20
RONDONIA;6556;11
RORAIMA;6556;4
SANTA CATARINA;6556;128
SAO PAULO;6556;240
SERGIPE;6556;10
TOCANTINS;6556;3
ACRE;6564;40
ALAGOAS;6564;50
AMAZONAS;6564;85
AMAPA;6564;7
BAHIA;6564;127
CEARA;6564;193
DISTRITO FEDERAL;6564;17
ESPIRITO SANTO;6564;29
GOIAS;6564;49
MARANHAO;6564;55
MATO GROSSO;6564;17
MATO GROSSO DO SUL;6564;32
MINAS GERAIS;6564;122
PARA;6564;108
PARAIBA;6564;149
PARANA;6564;155
PERNAMBUCO;6564;112
PIAUI;6564;32
RIO DE JANEIRO;6564;94
RIO GRANDE DO NORTE;6564;46
RIO GRANDE DO SUL;6564;42
RONDONIA;6564;16
RORAIMA;6564;4
SANTA CATARINA;6564;73
SAO PAULO;6564;395
SERGIPE;6564;28
TOCANTINS;6564;10
BAHIA;6572;6
CEARA;6572;2
DISTRITO FEDERAL;6572;1
ESPIRITO SANTO;6572;2
GOIAS;6572;2
MATO GROSSO;6572;2
